station_id,first_seen,last_seen,active_days,rent_events,ret_events,name,lat,lon,gu,dong,addr,span_days,activity_ratio,total_events,in_current_list,station_type
ST0154,2024-08-01,2026-03-31,576,7942,7903,중촌동 금호아파트(8동),36.340306,127.406599,중구,중촌동,대전광역시 중구 중촌동 10-2,608,0.9474,15845,True,ACTIVE
ST1297,2025-03-04,2026-04-01,368,7876,7947,중동 목척교 유래비,36.331069,127.428466,동구,중동,대전광역시 동구 중동 317,394,0.934,15823,True,ACTIVE
ST0006,2024-08-01,2026-04-01,570,7873,7903,둔산동 크로바아파트(103동),36.35248,127.390385,서구,둔산동,대전광역시 서구 둔산동 1506,609,0.936,15776,True,ACTIVE
ST0625,2024-08-01,2026-03-31,581,7886,7871,성남동 스마트뷰(110동),36.341915,127.433,동구,성남동,대전광역시 동구 성남동 528,608,0.9556,15757,True,ACTIVE
ST0259,2024-08-01,2026-04-01,567,7867,7878,관저동 리슈빌(101동),36.300166,127.340954,서구,관저동,대전광역시 서구 관저동 1415,609,0.931,15745,True,ACTIVE
ST0781,2024-08-01,2026-03-31,572,7868,7870,도안동 도안초등학교(도안수목토아파트 114동),36.320591,127.344082,서구,도안동,대전광역시 서구 도안동 1364,608,0.9408,15738,True,ACTIVE
ST0925,2024-08-01,2026-03-31,565,7832,7899,용산동 대전테크노파크용산동 에스피에스,36.420966,127.405413,유성구,용산동,대전광역시 유성구 용산동 602,608,0.9293,15731,True,ACTIVE
ST1385,2024-12-03,2026-03-31,388,7836,7839,부사동 충무로네거리(맥도날드),36.319583,127.431771,중구,부사동,대전광역시 중구 부사동 87-22,484,0.8017,15675,True,ACTIVE
ST0684,2024-08-01,2026-04-01,574,7825,7849,대흥동 우체국,36.325408,127.431979,중구,대흥동,대전광역시 중구 대흥동 103-1,609,0.9425,15674,True,ACTIVE
ST0325,2024-08-01,2026-03-31,576,7770,7795,도마네거리 하나은행,36.3133,127.379728,서구,도마동,대전광역시 서구 도마동 172-15,608,0.9474,15565,True,ACTIVE
ST0145,2024-08-01,2026-03-31,577,7931,7634,신일동 대덕산업단지 BRT정류장,36.43838,127.395094,대덕구,문평동,대전광역시 대덕구 문평동 92-1,608,0.949,15565,True,ACTIVE
ST0545,2024-08-01,2026-03-31,571,7733,7715,대흥동 원예농협,36.321892,127.429644,중구,대흥동,대전광역시 중구 대흥동 40-10,608,0.9391,15448,True,ACTIVE
ST0401,2024-08-01,2026-04-01,561,7686,7728,죽동 대원칸타빌,36.369165,127.333954,유성구,죽동,대전광역시 유성구 죽동 683,609,0.9212,15414,True,ACTIVE
ST0899,2024-08-01,2026-03-31,570,7689,7702,노은동 CGV,36.372578,127.318114,유성구,지족동,대전광역시 유성구 지족동 905-4,608,0.9375,15391,True,ACTIVE
ST0291,2024-08-01,2026-03-31,573,7517,7559,오정동 오정네거리(대화중 방면),36.358904,127.415425,대덕구,오정동,대전광역시 대덕구 오정동 64-15,608,0.9424,15076,True,ACTIVE
ST0435,2024-08-01,2026-03-31,577,7589,7446,둔산동 더캐피탈웨딩,36.358252,127.386982,서구,둔산동,대전광역시 서구 둔산동 921,608,0.949,15035,True,ACTIVE
ST1310,2024-08-27,2026-03-31,400,7503,7528,둔산동  시애틀 공원,36.355633,127.393949,서구,둔산동,대전광역시 서구 둔산동 1385,582,0.6873,15031,True,ACTIVE
ST1080,2024-08-01,2026-03-31,564,7515,7510,둔산동 대전근로자종합복지회관,36.354377,127.382757,서구,둔산동,대전광역시 서구 둔산동 1542,608,0.9276,15025,True,ACTIVE
ST1093,2024-08-01,2026-03-31,571,7479,7495,자양동 우송대 정문,36.337848,127.447995,동구,자양동,대전광역시 동구 자양동 159,608,0.9391,14974,True,ACTIVE
ST1087,2024-08-01,2026-03-31,577,7468,7485,원신흥동 도안 8블럭 신안인스빌리베라(803동),36.341916,127.344968,유성구,원신흥동,대전광역시 유성구 원신흥동 582,608,0.949,14953,True,ACTIVE
ST0633,2024-08-01,2026-03-31,575,7458,7410,효동 현대아파트(104동),36.318002,127.439617,동구,효동,대전광역시 동구 효동 135-1,608,0.9457,14868,True,ACTIVE
ST0907,2024-08-01,2026-03-31,576,7439,7427,지족동 열매마을 5단지 입구,36.376106,127.318892,유성구,지족동,대전광역시 유성구 지족동 877-1,608,0.9474,14866,True,ACTIVE
ST0010,2024-08-01,2026-03-31,571,7455,7406,둔산동 샤크존,36.348853,127.386433,서구,둔산동,대전광역시 서구 둔산동 1546-1,608,0.9391,14861,True,ACTIVE
ST0547,2024-08-01,2026-03-31,577,7479,7374,대사동 느티나무 보호수,36.317786,127.425913,중구,대사동,대전광역시 중구 대사동 104-8,608,0.949,14853,True,ACTIVE
ST0202,2024-08-01,2026-03-31,574,7421,7430,봉명동 도안 2단지 호반베르디움(201동),36.348885,127.347667,유성구,봉명동,대전광역시 유성구 봉명동 1021,608,0.9441,14851,True,ACTIVE
ST0129,2024-08-01,2026-04-01,577,7418,7397,탄방동 탄방지하차도,36.343318,127.383435,서구,탄방동,대전광역시 서구 탄방동 641,609,0.9475,14815,True,ACTIVE
ST1040,2024-08-01,2026-04-01,572,7409,7391,둔산동 크로바아파트(정문 맞은편),36.351177,127.391784,서구,둔산동,대전광역시 서구 둔산동 1554-1,609,0.9392,14800,True,ACTIVE
ST0047,2024-08-01,2026-03-31,576,7386,7413,부사동 청란여고 방면 부사오거리 정류장,36.313354,127.434076,중구,부사동,대전광역시 중구 부사동 129-5,608,0.9474,14799,True,ACTIVE
ST1100,2024-08-01,2026-03-31,573,7382,7387,대동 이앤엠학원,36.331488,127.444099,동구,대동,대전광역시 동구 대동 407-1,608,0.9424,14769,True,ACTIVE
ST0539,2024-08-01,2026-04-01,575,7370,7393,용두동 정담치과,36.322994,127.415387,중구,용두동,대전광역시 중구 용두동 12-1,609,0.9442,14763,True,ACTIVE
ST0153,2024-08-01,2026-04-01,583,7281,7454,삼성동 한밭빌라,36.341626,127.414795,동구,삼성동,대전광역시 동구 삼성동 343-22,609,0.9573,14735,True,ACTIVE
ST0095,2024-08-01,2026-03-31,571,7366,7362,갈마동 갈마역 1번출구,36.357284,127.372839,서구,갈마동,대전광역시 서구 갈마동 820,608,0.9391,14728,True,ACTIVE
ST1212,2024-08-01,2026-03-31,572,7362,7355,지족동 뚜레쥬르 노은호반점,36.386935,127.316086,유성구,지족동,대전광역시 유성구 지족동 985-2,608,0.9408,14717,True,ACTIVE
ST0208,2024-08-01,2026-04-01,578,7301,7315,봉명동 도안 7단지 예미지(701동),36.348237,127.344469,유성구,봉명동,대전광역시 유성구 봉명동 1038-2,609,0.9491,14616,True,ACTIVE
ST1368,2024-11-24,2026-03-31,460,7279,7280,중촌동 중촌시민공원,36.339986,127.403841,중구,중촌동,대전광역시 중구 중촌동 471-12,493,0.9331,14559,True,ACTIVE
ST0739,2024-08-01,2026-03-31,576,7246,7304,복수동 초록마을1단지예미지아파트 101동,36.303792,127.379024,서구,복수동,대전광역시 서구 복수동 611,608,0.9474,14550,True,ACTIVE
ST0237,2024-08-01,2026-03-31,576,7265,7264,도안동 16단지 수목토(101동),36.320676,127.347587,서구,도안동,대전광역시 서구 도안동 1364,608,0.9474,14529,True,ACTIVE
ST0672,2024-08-01,2026-03-31,577,7247,7250,가양동 아침마을(116동),36.340707,127.441737,동구,가양동,대전광역시 동구 가양동 705,608,0.949,14497,True,ACTIVE
ST0355,2024-08-01,2026-03-31,575,7238,7231,대흥동 대흥네거리 DS평생교육원,36.32479,127.429245,중구,대흥동,대전광역시 중구 대흥동 161-8,608,0.9457,14469,True,ACTIVE
ST0987,2024-08-01,2026-04-01,574,7210,7234,가양동 다솜요양병원,36.343639,127.442344,동구,가양동,대전광역시 동구 가양동 288-6,609,0.9425,14444,True,ACTIVE
ST1151,2024-08-01,2026-03-31,567,7219,7168,둔산동 서구청,36.35485,127.38443,서구,둔산동,대전광역시 서구 둔산동 1300,608,0.9326,14387,True,ACTIVE
ST0262,2024-08-01,2026-03-31,576,7178,7208,관저동 공영주차장,36.300021,127.3379,서구,관저동,대전광역시 서구 관저동 1446,608,0.9474,14386,True,ACTIVE
ST0459,2024-08-01,2026-03-31,580,7129,7177,목동 올리브힐 정문,36.336824,127.406181,중구,목동,대전광역시 중구 목동 362,608,0.9539,14306,True,ACTIVE
ST1365,2024-12-05,2026-04-01,404,7085,7181,태평동 삼부새롬아파트 101동앞,36.322058,127.390188,중구,태평동,대전광역시 중구 태평동 548,483,0.8364,14266,True,ACTIVE
ST0900,2024-08-01,2026-03-31,571,7086,7102,노은동 열매마을 8단지 입구,36.372054,127.319636,유성구,노은동,대전광역시 유성구 노은동 520-1,608,0.9391,14188,True,ACTIVE
ST0440,2024-08-01,2026-03-31,569,7088,7096,둔산동 시청역 4번출구,36.35152,127.386521,서구,둔산동,대전광역시 서구 둔산동 1408-1,608,0.9359,14184,True,ACTIVE
ST0984,2024-08-01,2026-03-31,568,7005,7153,문지동 싸이언스빌3가 대덕벤처협동화단지,36.386136,127.404916,유성구,원촌동,대전광역시 유성구 원촌동 141-2,608,0.9342,14158,True,ACTIVE
ST0053,2024-08-01,2026-03-31,572,7084,7074,판암동 판암역 4번출구,36.317504,127.459849,동구,판암동,대전광역시 동구 판암동 297-24,608,0.9408,14158,True,ACTIVE
ST0219,2024-08-01,2026-03-31,573,7147,6992,용계동 목원대학교 정문좌측(캠퍼스타워),36.330662,127.337865,유성구,용계동,대전광역시 유성구 용계동 664-12,608,0.9424,14139,True,ACTIVE
ST0734,2024-08-01,2026-03-31,577,7051,7064,오류동 LG유플러스 대전오류사옥 정류장,36.330056,127.402976,중구,오류동,대전광역시 중구 오류동 188-24,608,0.949,14115,True,ACTIVE
ST0903,2024-08-01,2026-03-31,579,7015,7036,노은동 열매마을 9단지(910동),36.37103,127.323283,유성구,노은동,대전광역시 유성구 노은동 521,608,0.9523,14051,True,ACTIVE
ST1351,2024-11-30,2026-03-31,429,6990,7056,도룡동 기초과학연구원,36.376251,127.386111,유성구,도룡동,대전광역시 유성구 도룡동 3-1,487,0.8809,14046,True,ACTIVE
ST0356,2024-08-01,2026-03-31,579,7053,6986,선화동 중촌네거리 선화동 방면,36.336832,127.416692,중구,선화동,대전광역시 중구 선화동 104-4,608,0.9523,14039,True,ACTIVE
ST0878,2024-08-01,2026-03-31,578,6898,7087,변동 동일세탁,36.324702,127.381218,서구,변동,대전광역시 서구 변동 47-6,608,0.9507,13985,True,ACTIVE
ST0390,2024-08-01,2026-03-31,570,6973,6980,탄방동 국민연금서대전지사 정류장(탄방역 방면),36.346224,127.382461,서구,탄방동,대전광역시 서구 탄방동 1447-1,608,0.9375,13953,True,ACTIVE
ST0256,2024-08-01,2026-03-31,569,7043,6893,관저동 마치광장 북측,36.298795,127.337445,서구,관저동,대전광역시 서구 관저동 1511,608,0.9359,13936,True,ACTIVE
ST1206,2024-08-01,2026-03-31,574,6988,6921,용산동 호반써밋(101동),36.414931,127.390452,유성구,용산동,대전광역시 유성구 용산동 417-8,608,0.9441,13909,True,ACTIVE
ST0224,2024-08-01,2026-03-31,576,6928,6968,도안동 예미지(107동),36.331872,127.343798,서구,도안동,대전광역시 서구 도안동 965,608,0.9474,13896,True,ACTIVE
ST0052,2024-08-01,2026-04-01,579,7230,6652,신흥동 신흥마을 102동,36.321214,127.444711,동구,신흥동,대전광역시 동구 신흥동 229,609,0.9507,13882,True,ACTIVE
ST1256,2024-08-01,2026-03-31,573,6936,6935,전민동 삼성푸른아파트 107동 앞,36.399547,127.398468,유성구,전민동,대전광역시 유성구 전민동 460-1,608,0.9424,13871,True,ACTIVE
ST1044,2024-08-01,2026-03-31,575,6813,6876,중촌동 푸르지오(102동),36.346737,127.40938,중구,중촌동,대전광역시 중구 중촌동 472,608,0.9457,13689,True,ACTIVE
ST0420,2024-08-01,2026-03-31,571,6833,6840,봉명동 도안휴먼시아 6단지,36.345581,127.340663,유성구,봉명동,대전광역시 유성구 봉명동 1047-1,608,0.9391,13673,True,ACTIVE
ST0206,2024-08-01,2026-03-31,574,6761,6763,봉명동 도안 6단지 센트럴시티 정류장(607동),36.348225,127.342333,유성구,봉명동,대전광역시 유성구 봉명동 1036,608,0.9441,13524,True,ACTIVE
ST1145,2024-08-01,2026-03-31,575,6836,6678,도룡동 연구단지네거리,36.385517,127.377058,유성구,도룡동,대전광역시 유성구 도룡동 404,608,0.9457,13514,True,ACTIVE
ST0030,2024-08-01,2026-03-31,580,6658,6767,삼성동 동구 보건지소,36.342621,127.420428,동구,삼성동,대전광역시 동구 삼성동 353-14,608,0.9539,13425,True,ACTIVE
ST1342,2024-11-22,2026-03-31,455,6710,6705,구성동 카이스트 교육지원동,36.369807,127.36019,유성구,구성동,대전광역시 유성구 구성동 23,495,0.9192,13415,True,ACTIVE
ST0250,2024-08-01,2026-03-31,576,6715,6644,관저동 느리울중네거리,36.29637,127.340762,서구,관저동,대전광역시 서구 관저동 1482,608,0.9474,13359,True,ACTIVE
ST0951,2024-08-01,2026-03-31,577,6634,6689,신일동 을미기체육공원,36.443878,127.41057,대덕구,신일동,대전광역시 대덕구 신일동 1682-4,608,0.949,13323,True,ACTIVE
ST0626,2024-08-01,2026-03-31,577,6661,6643,삼성동 주공삼성타운(202동),36.341155,127.432565,동구,삼성동,대전광역시 동구 삼성동 481,608,0.949,13304,True,ACTIVE
ST0788,2024-08-01,2026-03-31,575,6651,6651,도안동 도안린풀하우스18단지아파트 1806동,36.312225,127.349946,서구,도안동,대전광역시 서구 도안동 1564,608,0.9457,13302,True,ACTIVE
ST0207,2024-08-01,2026-03-31,572,6689,6588,봉명동 도안 6단지 센트럴시티 큰길방향(608동),36.347331,127.340631,유성구,봉명동,대전광역시 유성구 봉명동 1031-8,608,0.9408,13277,True,ACTIVE
ST0916,2024-08-01,2026-03-31,581,6525,6714,오정동 대덕구청,36.34647,127.416471,대덕구,오정동,대전광역시 대덕구 오정동 759,608,0.9556,13239,True,ACTIVE
ST0351,2024-08-01,2026-04-01,578,6587,6619,석교동 스마일약국,36.306301,127.447838,중구,석교동,대전광역시 중구 석교동 87-3,609,0.9491,13206,True,ACTIVE
ST1362,2024-11-25,2026-03-31,431,6578,6574,둔산동 은하수네거리 정류장(파랑새네거리방면),36.350064,127.378011,서구,둔산동,대전광역시 서구 둔산동 1165,492,0.876,13152,True,ACTIVE
ST0270,2024-08-01,2026-03-31,572,6571,6577,원내동 샘물타운(301동),36.299738,127.320331,유성구,원내동,대전광역시 유성구 원내동 394,608,0.9408,13148,True,ACTIVE
ST0634,2024-08-01,2026-03-31,580,6531,6569,인동 현대아파트(104동),36.319277,127.439102,동구,인동,대전광역시 동구 인동 179-1,608,0.9539,13100,True,ACTIVE
ST1071,2024-08-01,2026-03-31,572,6551,6527,봉명동 도안 2단지 호반베르디움(208동),36.350591,127.347915,유성구,봉명동,대전광역시 유성구 봉명동 1019-1,608,0.9408,13078,True,ACTIVE
ST0937,2024-08-01,2026-03-31,571,6470,6489,송강동 한마을아파트(107동),36.430575,127.38344,유성구,송강동,대전광역시 유성구 송강동 200-4,608,0.9391,12959,True,ACTIVE
ST0720,2024-08-01,2026-03-31,572,6468,6460,원동 대흥교 원동네거리 방면,36.326169,127.433233,동구,원동,대전광역시 동구 원동 85-44,608,0.9408,12928,True,ACTIVE
ST0381,2024-08-01,2026-03-31,576,6490,6417,둔산동 둥지아파트 정류장(110동),36.357854,127.391305,서구,둔산동,대전광역시 서구 둔산동 912,608,0.9474,12907,True,ACTIVE
ST0091,2024-08-01,2026-03-31,574,6494,6405,둔산동 목련아파트 정류장(301동),36.349129,127.392771,서구,둔산동,대전광역시 서구 둔산동 1510,608,0.9441,12899,True,ACTIVE
ST1229,2024-08-01,2026-03-31,578,6448,6450,탑립동 가나리더스텔2,36.4164,127.407143,유성구,탑립동,대전광역시 유성구 탑립동 873,608,0.9507,12898,True,ACTIVE
ST0467,2024-08-01,2026-03-31,571,6415,6430,둔산동 녹원아파트(106동),36.348739,127.380121,서구,둔산동,대전광역시 서구 둔산동 1538,608,0.9391,12845,True,ACTIVE
ST0774,2024-08-01,2026-03-31,577,6424,6364,도안동 목원대(동서대로) 네거리,36.331814,127.338465,서구,도안동,대전광역시 서구 도안동 849,608,0.949,12788,True,ACTIVE
ST0388,2024-08-01,2026-03-31,571,6369,6388,탄방동 한국농어촌공사,36.347203,127.390015,서구,탄방동,대전광역시 서구 탄방동 1446,608,0.9391,12757,True,ACTIVE
ST0414,2024-08-01,2026-03-31,571,6479,6242,도룡동 스마트시티(201동),36.37789,127.390647,유성구,도룡동,대전광역시 유성구 도룡동 4-6,608,0.9391,12721,True,ACTIVE
ST0117,2024-08-01,2026-03-31,575,6314,6372,탄방동 e편한세상 정류장(용문네거리 방면),36.341426,127.397086,서구,탄방동,대전광역시 서구 탄방동 70-5,608,0.9457,12686,True,ACTIVE
ST0236,2024-08-01,2026-03-31,573,6311,6343,도안동 도안 15단지 아이파크(1502동),36.321033,127.347601,서구,도안동,대전광역시 서구 도안동 1493,608,0.9424,12654,True,ACTIVE
ST0573,2024-08-01,2026-04-01,573,6301,6332,대성동 은어송코오롱하늘채2차아파트 103동,36.298472,127.458816,동구,대성동,대전광역시 동구 대성동 427,609,0.9409,12633,True,ACTIVE
ST0004,2024-08-01,2026-03-31,567,6310,6316,탄방동_한가람아파트(2동),36.348201,127.390409,서구,탄방동,대전광역시 서구 탄방동 1446,608,0.9326,12626,True,ACTIVE
ST0302,2024-08-01,2026-03-31,572,6328,6280,중리동 수도시설관리사업소,36.362049,127.435792,대덕구,중리동,대전광역시 대덕구 중리동 505-4,608,0.9408,12608,True,ACTIVE
ST0826,2024-08-01,2026-03-31,577,5998,6598,오정동 오정농수산물시장(동대전농협),36.358285,127.409626,대덕구,오정동,대전광역시 대덕구 오정동 58-5,608,0.949,12596,True,ACTIVE
ST0133,2024-08-01,2026-04-01,579,6278,6300,월평동 계룡로 대전일보 건너편(갈마동방향),36.35452,127.365583,서구,월평동,대전광역시 서구 월평동 1548,609,0.9507,12578,True,ACTIVE
ST0229,2024-08-01,2026-03-31,574,6248,6249,원신흥동 도안 11단지 천년나무 11단지(1104동),36.341765,127.34705,유성구,원신흥동,대전광역시 유성구 원신흥동 511,608,0.9441,12497,True,ACTIVE
ST0108,2024-08-01,2026-03-31,573,6257,6203,석봉동 서희스타힐스아파트 상가,36.453755,127.424034,대덕구,석봉동,대전광역시 대덕구 석봉동 787,608,0.9424,12460,True,ACTIVE
ST0242,2024-08-01,2026-03-31,571,6211,6247,가수원동 가수원파출소 건너편,36.308726,127.351583,서구,가수원동,대전광역시 서구 가수원동 927,608,0.9391,12458,True,ACTIVE
ST0516,2024-08-01,2026-03-31,574,6214,6223,문화동 하우스토리 1차,36.320166,127.415835,중구,대사동,대전광역시 중구 대사동 248-222,608,0.9441,12437,True,ACTIVE
ST1373,2024-12-01,2026-03-31,383,6182,6240,유천동 큰솔아파트,36.314518,127.390012,중구,유천동,대전광역시 중구 유천동 335-12,486,0.7881,12422,True,ACTIVE
ST1354,2024-12-03,2026-03-31,437,6231,6100,구성동 카이스트 김병호IT,36.374035,127.365048,유성구,구성동,대전광역시 유성구 구성동 400,484,0.9029,12331,True,ACTIVE
ST0239,2024-08-01,2026-03-31,572,6149,6157,도안동 도안 17단지 베르디움(104동),36.312868,127.349708,서구,도안동,대전광역시 서구 도안동 1373,608,0.9408,12306,True,ACTIVE
ST0715,2024-08-01,2026-03-31,574,6120,6157,갈마동 상수도사업본부(갈마중학교입구 방면)정류장,36.346465,127.36854,서구,갈마동,대전광역시 서구 갈마동 378-32,608,0.9441,12277,True,ACTIVE
ST0234,2024-08-01,2026-04-01,572,6134,6140,원신흥동 도안 10단지 휴먼시아 건너편(1010동),36.338364,127.338494,유성구,원신흥동,대전광역시 유성구 원신흥동 493-1,609,0.9392,12274,True,ACTIVE
ST0241,2024-08-01,2026-03-31,573,6089,6144,도안동 축산농협 하나로마트,36.312898,127.350277,서구,도안동,대전광역시 서구 도안동 1472,608,0.9424,12233,True,ACTIVE
ST0723,2024-08-01,2026-03-31,575,6069,6108,덕암동 자연애마트 신탄진점,36.444127,127.425365,대덕구,덕암동,대전광역시 대덕구 덕암동 12-1,608,0.9457,12177,True,ACTIVE
ST1302,2024-08-01,2026-03-31,567,6046,6120,용산동 테크노밸리12단지 정류장(우림필유),36.417358,127.392722,유성구,용산동,대전광역시 유성구 용산동 666,608,0.9326,12166,True,ACTIVE
ST0542,2024-08-01,2026-03-31,575,6080,6079,대흥동 드림시티,36.324053,127.426964,중구,대흥동,대전광역시 중구 대흥동 437,608,0.9457,12159,True,ACTIVE
ST0496,2024-08-01,2026-03-31,573,6062,6076,산성동 산성네거리 김밥친구,36.30307,127.386083,중구,산성동,대전광역시 중구 산성동 125-6,608,0.9424,12138,True,ACTIVE
ST0182,2024-08-01,2026-03-31,574,6063,6047,신성동 럭키 하나아파트 앞,36.384796,127.348857,유성구,신성동,대전광역시 유성구 신성동 153,608,0.9441,12110,True,ACTIVE
ST0397,2024-08-01,2026-03-31,571,6055,6021,목동더샵리슈빌 남측,36.331896,127.415147,중구,목동,대전광역시 중구 목동 1-95,608,0.9391,12076,True,ACTIVE
ST0438,2024-08-01,2026-03-31,570,6047,6017,둔산동 시청역 1번출구,36.350719,127.38654,서구,둔산동,대전광역시 서구 둔산동 1420,608,0.9375,12064,True,ACTIVE
ST0212,2024-08-01,2026-03-31,574,6019,6036,상대동 도안 9단지 트리풀시티(920동)버스정류장 ,36.341505,127.338001,유성구,상대동,대전광역시 유성구 상대동 484-7,608,0.9441,12055,True,ACTIVE
ST0454,2024-08-01,2026-03-31,570,6017,6024,만년동 수정빌딩 주차타워,36.366118,127.382011,서구,만년동,대전광역시 서구 만년동 25,608,0.9375,12041,True,ACTIVE
ST0750,2024-08-01,2026-03-31,577,5982,6025,반석동 반석마을5단지아파트 503동 정류장,36.390918,127.311813,유성구,반석동,대전광역시 유성구 반석동 622,608,0.949,12007,True,ACTIVE
ST1202,2024-08-01,2026-03-31,568,5996,5993,용전동 한숲아파트(101동),36.355399,127.427743,동구,용전동,대전광역시 동구 용전동 194-9,608,0.9342,11989,True,ACTIVE
ST1320,2025-03-05,2026-03-31,361,5982,5993,소제동 대전역 동광장 짜글이 ,36.332774,127.43795,동구,소제동,대전광역시 동구 소제동 290-22,392,0.9209,11975,True,ACTIVE
ST0072,2024-08-01,2026-03-31,579,6015,5921,용전동 한국통신 용전지점,36.352852,127.432283,동구,용전동,대전광역시 동구 용전동 167-1,608,0.9523,11936,True,ACTIVE
ST0213,2024-08-01,2026-03-31,575,5943,5957,상대동 도안 9단지 트리풀시티(913동),36.339453,127.336273,유성구,상대동,대전광역시 유성구 상대동 484-7,608,0.9457,11900,True,ACTIVE
ST1403,2024-12-02,2026-03-31,447,6021,5852,만년동 대전시립미술관,36.36516,127.385289,서구,만년동,대전광역시 서구 만년동 399,485,0.9216,11873,True,ACTIVE
ST1055,2024-08-01,2026-03-31,585,6216,5656,문화동 한밭도서관,36.310012,127.408316,중구,문화동,대전광역시 중구 문화동 192-12,608,0.9622,11872,True,ACTIVE
ST1057,2024-08-01,2026-03-31,575,5969,5892,관평동 배울네거리,36.422035,127.387574,유성구,관평동,대전광역시 유성구 관평동 1286,608,0.9457,11861,True,ACTIVE
ST0640,2024-08-01,2026-03-31,576,5982,5845,인동 참좋은아파트 정류장,36.323523,127.437069,동구,인동,대전광역시 동구 인동 18-1,608,0.9474,11827,True,ACTIVE
ST1136,2024-08-01,2026-03-31,572,5867,5851,노은동 월드컵 인라인경기장,36.368221,127.323652,유성구,노은동,대전광역시 유성구 노은동 535-21 삼천리자전거 맞은편,608,0.9408,11718,True,ACTIVE
ST0514,2024-08-01,2026-03-31,573,5846,5844,문화동 센트럴파크아파트 3단지(302동),36.318144,127.41185,중구,문화동,대전광역시 중구 문화동 1-256,608,0.9424,11690,True,ACTIVE
ST0754,2024-08-01,2026-03-31,574,5834,5843,하기동 송림네거리(한국침례신학대학교 방면),36.387409,127.322346,유성구,하기동,대전광역시 유성구 하기동 591,608,0.9441,11677,True,ACTIVE
ST1209,2024-08-01,2026-03-31,575,5764,5795,도마동 대청애견수족관,36.319379,127.373848,서구,도마동,대전광역시 서구 도마동 61-5,608,0.9457,11559,True,ACTIVE
ST0805,2024-08-01,2026-03-31,568,5765,5763,관저동 관저예미지명가의풍경아파트 112동 건너편,36.295223,127.335077,서구,관저동,대전광역시 서구 관저동 1558-18,608,0.9342,11528,True,ACTIVE
ST0665,2024-08-01,2026-03-31,575,5688,5787,오정동 오정신용협동조합,36.348127,127.415345,대덕구,오정동,대전광역시 대덕구 오정동 372-4,608,0.9457,11475,True,ACTIVE
ST0562,2024-08-01,2026-03-31,577,5723,5737,도마동 서대전여고 목운주택입구 방면 정류장,36.32669,127.370918,서구,도마동,대전광역시 서구 도마동 14-21,608,0.949,11460,True,ACTIVE
ST0926,2024-08-01,2026-03-31,565,5735,5719,용산동 충남대학교 산학협력지원센터,36.425747,127.4018,유성구,용산동,대전광역시 유성구 용산동 560,608,0.9293,11454,True,ACTIVE
ST0887,2024-08-01,2026-03-31,568,5735,5706,장대동 월드컵패밀리타운아파트 106동(유성대로 방향),36.363941,127.337671,유성구,장대동,대전광역시 유성구 장대동 335-1,608,0.9342,11441,True,ACTIVE
ST0189,2024-08-01,2026-03-31,557,5745,5681,구성동 카이스트 후문(한국원자력안전기술원),36.374198,127.367134,유성구,구성동,대전광역시 유성구 구성동 19,608,0.9161,11426,True,ACTIVE
ST0603,2024-08-01,2026-03-31,577,5699,5715,판암동 미리내아파트,36.316857,127.454767,동구,판암동,대전광역시 동구 판암동 436-4,608,0.949,11414,True,ACTIVE
ST1263,2024-08-01,2026-03-31,574,5666,5718,효동 새마을금고 효동지점,36.317162,127.441463,동구,효동,대전광역시 동구 효동 137-7,608,0.9441,11384,True,ACTIVE
ST0278,2024-08-01,2026-03-31,566,5671,5658,관저동 관저1동 행정복지센터,36.303741,127.337202,서구,관저동,대전광역시 서구 관저동 999-3,608,0.9309,11329,True,ACTIVE
ST1364,2024-11-25,2026-03-31,445,5650,5666,둔산동 국화한신아파트 건너편(파리바게트),36.351128,127.397257,서구,둔산동,대전광역시 서구 둔산동 2161,492,0.9045,11316,True,ACTIVE
ST0018,2024-08-01,2026-03-31,572,5652,5664,월평동 다모아아파트 육교밑(111동),36.363085,127.366753,서구,월평동,대전광역시 서구 월평동 311,608,0.9408,11316,True,ACTIVE
ST1092,2024-08-01,2026-03-31,576,5651,5658,괴정동 경성스포츠,36.336619,127.378365,서구,괴정동,대전광역시 서구 괴정동 110-9,608,0.9474,11309,True,ACTIVE
ST0366,2024-08-01,2026-03-31,541,5650,5654,궁동 충남대학교 약학대학,36.368553,127.343705,유성구,궁동,대전광역시 유성구 궁동 220,608,0.8898,11304,True,ACTIVE
ST0452,2024-08-01,2026-03-31,572,5629,5635,만년동 빽다방,36.368537,127.38252,서구,만년동,대전광역시 서구 만년동 390,608,0.9408,11264,True,ACTIVE
ST0961,2024-08-01,2026-03-31,560,5627,5632,선화동 충청남도 대전학사관,36.326144,127.419176,중구,선화동,대전광역시 중구 선화동 373,608,0.9211,11259,True,ACTIVE
ST0726,2024-08-01,2026-04-01,572,5620,5611,신탄진동 신탄진역,36.448314,127.429185,대덕구,신탄진동,대전광역시 대덕구 신탄진동 147-5,609,0.9392,11231,True,ACTIVE
ST1424,2025-05-29,2026-03-31,268,5605,5614,중동 중앙시장 제3공영주차장,36.330163,127.431398,동구,중동,대전광역시 동구 중동 317,307,0.873,11219,True,ACTIVE
ST0451,2024-08-01,2026-03-31,567,5597,5606,만년동 크리스탈웨딩홀,36.369263,127.381303,서구,만년동,대전광역시 서구 만년동 305,608,0.9326,11203,True,ACTIVE
